date,#,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2026-06-16,1,2026061605013847,BEDC,34,54,300,377.00,"113,100.00"
2026-06-16,2,2026061605013818,BEDC,26,74,20,377.70,"7,554.00"
2026-06-16,3,2026061605013796,BEDC,58,74,32,377.70,"12,086.40"
2026-06-16,4,2026061605013745,BEDC,42,58,92,376.00,"34,592.00"
2026-06-16,5,2026061605013411,BEDC,49,25,400,376.00,"150,400.00"
2026-06-16,6,2026061605013410,BEDC,28,25,200,376.00,"75,200.00"
2026-06-16,7,2026061605013409,BEDC,14,25,255,376.00,"95,880.00"
2026-06-16,8,2026061605013408,BEDC,32,25,450,376.00,"169,200.00"
2026-06-16,9,2026061605013395,BEDC,11,26,270,377.00,"101,790.00"
2026-06-16,10,2026061605013518,BEDC,56,25,700,376.00,"263,200.00"
2026-06-16,11,2026061605013507,BEDC,47,25,250,376.00,"94,000.00"
2026-06-16,12,2026061605013449,BEDC,95,25,"1,500",376.00,"564,000.00"
2026-06-16,13,2026061605013437,BEDC,34,25,200,376.00,"75,200.00"
2026-06-16,14,2026061605013424,BEDC,58,25,500,376.00,"188,000.00"
2026-06-16,15,2026061605013522,BEDC,59,25,345,376.00,"129,720.00"
2026-06-16,16,2026061605013520,BEDC,39,25,200,376.00,"75,200.00"
2026-06-16,17,2026061605013657,BEDC,59,35,100,376.00,"37,600.00"
2026-06-16,18,2026061605013656,BEDC,59,38,500,376.00,"188,000.00"
2026-06-16,19,2026061605013655,BEDC,71,38,500,376.10,"188,050.00"
2026-06-16,20,2026061605013738,BEDC,38,58,100,377.00,"37,700.00"
2026-06-16,21,2026061605013737,BEDC,45,58,30,377.00,"11,310.00"
2026-06-16,22,2026061605013662,BEDC,45,45,330,377.00,"124,410.00"
2026-06-16,23,2026061605013661,BEDC,45,26,140,377.00,"52,780.00"
2026-06-16,24,2026061605013658,BEDC,58,58,5,374.00,"1,870.00"
2026-06-16,25,2026061605013744,BEDC,42,58,80,376.00,"30,080.00"
2026-06-16,26,2026061605013743,BEDC,52,58,100,376.00,"37,600.00"
