date,#,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2026-07-20,1,2026072005013732,AHL,49,89,60,439.90,"26,394.00"
2026-07-20,2,2026072005013497,AHL,49,58,20,439.90,"8,798.00"
2026-07-20,3,2026072005013496,AHL,49,90,120,439.90,"52,788.00"
2026-07-20,4,2026072005013911,BEDC,18,47,25,334.00,"8,350.00"
2026-07-20,5,2026072005013910,BEDC,51,47,100,334.10,"33,410.00"
2026-07-20,6,2026072005013909,BEDC,58,47,150,334.20,"50,130.00"
2026-07-20,7,2026072005013937,BHDC,41,3,10,447.50,"4,475.00"
2026-07-20,8,2026072005013795,BHL,38,49,18,218.10,"3,925.80"
2026-07-20,9,2026072005013794,BHL,26,49,187,218.10,"40,784.70"
2026-07-20,10,2026072005013748,BHL,26,58,13,218.10,"2,835.30"
2026-07-20,11,2026072005013747,BHL,54,58,45,218.20,"9,819.00"
2026-07-20,12,2026072005013645,BHL,41,5,35,219.00,"7,665.00"
2026-07-20,13,2026072005013644,BHL,41,16,100,218.90,"21,890.00"
2026-07-20,14,2026072005013573,BHL,92,45,196,218.30,"42,786.80"
2026-07-20,15,2026072005013572,BHL,92,48,456,218.20,"99,499.20"
2026-07-20,16,2026072005013543,BHL,49,48,449,218.20,"97,971.80"
2026-07-20,17,2026072005013639,BHL,42,11,55,218.00,"11,990.00"
2026-07-20,18,2026072005013638,BHL,45,11,945,218.10,"206,104.50"
2026-07-20,19,2026072005013615,BHL,75,5,400,219.00,"87,600.00"
2026-07-20,20,2026072005013578,BHL,42,42,967,218.00,"210,806.00"
2026-07-20,21,2026072005013577,BHL,41,42,33,218.00,"7,194.00"
2026-07-20,22,2026072005013574,BHL,92,5,258,219.00,"56,502.00"
2026-07-20,23,2026072005013871,BHPL,32,39,40,486.10,"19,444.00"
2026-07-20,24,2026072005013870,BHPL,54,39,50,486.20,"24,310.00"
2026-07-20,25,2026072005013869,BHPL,50,39,10,490.00,"4,900.00"
2026-07-20,26,2026072005013868,BHPL,57,39,200,492.10,"98,420.00"
2026-07-20,27,2026072005013772,BHPL,56,45,10,496.00,"4,960.00"
2026-07-20,28,2026072005013628,BHPL,56,45,10,496.00,"4,960.00"
2026-07-20,29,2026072005013617,BHPL,50,1,40,490.00,"19,600.00"
2026-07-20,30,2026072005013616,BHPL,95,1,50,491.10,"24,555.00"
2026-07-20,31,2026072005013754,BNHC,58,49,32,298.00,"9,536.00"
2026-07-20,32,2026072005013753,BNHC,49,49,48,298.00,"14,304.00"
2026-07-20,33,2026072005013752,BNHC,32,49,20,298.40,"5,968.00"
2026-07-20,34,2026072005013700,BNHC,74,26,50,298.50,"14,925.00"
2026-07-20,35,2026072005013629,BNHC,47,26,200,298.50,"59,700.00"
2026-07-20,36,2026072005013619,BNHC,57,33,20,299.00,"5,980.00"
2026-07-20,37,2026072005013618,BNHC,57,59,80,299.00,"23,920.00"
2026-07-20,38,2026072005013861,CHDC,46,25,10,"2,218.00","22,180.00"
2026-07-20,39,2026072005013816,CHDC,50,39,26,"2,218.80","57,688.80"
2026-07-20,40,2026072005013815,CHDC,50,39,90,"2,218.50","199,665.00"
2026-07-20,41,2026072005013814,CHDC,50,53,25,"2,218.40","55,460.00"
2026-07-20,42,2026072005013813,CHDC,50,50,15,"2,218.30","33,274.50"
2026-07-20,43,2026072005013812,CHDC,50,5,14,"2,215.00","31,010.00"
2026-07-20,44,2026072005013778,CHDC,26,5,26,"2,215.00","57,590.00"
2026-07-20,45,2026072005013652,CHDC,48,5,13,"2,215.00","28,795.00"
2026-07-20,46,2026072005013563,CHDC,85,69,170,"2,215.00","376,550.00"
2026-07-20,47,2026072005013562,CHDC,85,50,10,"2,214.90","22,149.00"
2026-07-20,48,2026072005013561,CHDC,85,48,50,"2,214.00","110,700.00"
2026-07-20,49,2026072005013756,CIT,41,45,60,"1,710.00","102,600.00"
2026-07-20,50,2026072005013712,CIT,5,45,30,"1,710.00","51,300.00"
2026-07-20,51,2026072005013613,CIT,22,38,10,"1,710.00","17,100.00"
2026-07-20,52,2026072005013583,CIT,51,38,10,"1,710.00","17,100.00"
2026-07-20,53,2026072005013929,CKHL,82,35,146,648.90,"94,739.40"
2026-07-20,54,2026072005013928,CKHL,82,21,150,648.00,"97,200.00"
2026-07-20,55,2026072005013927,CKHL,82,39,40,648.00,"25,920.00"
2026-07-20,56,2026072005013926,CKHL,82,44,84,648.00,"54,432.00"
2026-07-20,57,2026072005013925,CKHL,82,29,30,647.00,"19,410.00"
2026-07-20,58,2026072005013924,CKHL,82,39,60,639.60,"38,376.00"
2026-07-20,59,2026072005013923,CKHL,82,58,50,634.00,"31,700.00"
2026-07-20,60,2026072005013922,CKHL,82,26,40,631.00,"25,240.00"
2026-07-20,61,2026072005013916,CKHL,57,26,10,631.00,"6,310.00"
2026-07-20,62,2026072005013859,CLI,18,63,10,457.50,"4,575.00"
2026-07-20,63,2026072005013841,CLI,8,63,10,457.50,"4,575.00"
2026-07-20,64,2026072005013832,CLI,18,63,10,457.50,"4,575.00"
2026-07-20,65,2026072005013822,CLI,45,17,156,452.70,"70,621.20"
2026-07-20,66,2026072005013821,CLI,94,17,10,452.70,"4,527.00"
2026-07-20,67,2026072005013790,CLI,18,17,10,457.00,"4,570.00"
2026-07-20,68,2026072005013734,CLI,18,63,10,457.50,"4,575.00"
2026-07-20,69,2026072005013513,CLI,18,63,10,457.50,"4,575.00"
2026-07-20,70,2026072005013792,DOLTI,37,14,50,333.10,"16,655.00"
2026-07-20,71,2026072005013676,DOLTI,44,14,50,334.80,"16,740.00"
2026-07-20,72,2026072005013632,DOLTI,6,14,200,334.80,"66,960.00"
2026-07-20,73,2026072005013631,DOLTI,6,26,50,333.90,"16,695.00"
2026-07-20,74,2026072005013931,DORDI,58,77,10,266.60,"2,666.00"
2026-07-20,75,2026072005013930,DORDI,38,77,200,266.60,"53,320.00"
2026-07-20,76,2026072005013729,DORDI,49,49,750,267.00,"200,250.00"
2026-07-20,77,2026072005013728,DORDI,49,58,35,266.90,"9,341.50"
2026-07-20,78,2026072005013727,DORDI,49,18,"2,115",266.90,"564,493.50"
2026-07-20,79,2026072005013962,EHPL,62,63,10,367.90,"3,679.00"
2026-07-20,80,2026072005013833,EHPL,58,45,30,366.00,"10,980.00"
2026-07-20,81,2026072005013798,EHPL,29,63,10,367.90,"3,679.00"
2026-07-20,82,2026072005013683,EHPL,29,63,10,367.90,"3,679.00"
2026-07-20,83,2026072005013620,EHPL,7,33,64,365.00,"23,360.00"
2026-07-20,84,2026072005013608,EHPL,26,33,36,365.00,"13,140.00"
2026-07-20,85,2026072005013594,ENL,34,34,10,851.00,"8,510.00"
2026-07-20,86,2026072005013511,GCIL,49,57,30,370.00,"11,100.00"
2026-07-20,87,2026072005013510,GCIL,98,57,44,371.10,"16,328.40"
2026-07-20,88,2026072005013512,GCIL,89,57,438,369.10,"161,665.80"
2026-07-20,89,2026072005013627,GCIL,38,75,12,370.00,"4,440.00"
2026-07-20,90,2026072005013692,GCIL,29,45,10,372.00,"3,720.00"
2026-07-20,91,2026072005013687,GCIL,38,57,33,370.00,"12,210.00"
2026-07-20,92,2026072005013811,GCIL,38,57,60,370.00,"22,200.00"
2026-07-20,93,2026072005013867,GCIL,45,42,200,372.00,"74,400.00"
2026-07-20,94,2026072005013803,GVL,38,49,30,497.00,"14,910.00"
2026-07-20,95,2026072005013802,GVL,38,19,180,496.90,"89,442.00"
2026-07-20,96,2026072005013801,GVL,38,58,11,496.00,"5,456.00"
2026-07-20,97,2026072005013584,GVL,28,41,185,495.50,"91,667.50"
2026-07-20,98,2026072005013517,GVL,28,19,500,496.00,"248,000.00"
2026-07-20,99,2026072005013895,HATHY,35,57,100,782.00,"78,200.00"
2026-07-20,100,2026072005013894,HATHY,35,11,22,777.60,"17,107.20"
2026-07-20,101,2026072005013893,HATHY,35,65,10,777.00,"7,770.00"
2026-07-20,102,2026072005013892,HATHY,35,14,50,777.00,"38,850.00"
2026-07-20,103,2026072005013891,HATHY,35,85,200,777.00,"155,400.00"
2026-07-20,104,2026072005013890,HATHY,35,85,50,777.00,"38,850.00"
2026-07-20,105,2026072005013744,HATHY,94,4,15,754.00,"11,310.00"
2026-07-20,106,2026072005013763,HATHY,35,29,10,758.60,"7,586.00"
2026-07-20,107,2026072005013762,HATHY,35,21,269,756.00,"203,364.00"
2026-07-20,108,2026072005013761,HATHY,35,57,45,755.00,"33,975.00"
2026-07-20,109,2026072005013759,HATHY,94,57,55,755.00,"41,525.00"
2026-07-20,110,2026072005013746,HATHY,94,65,20,755.00,"15,100.00"
2026-07-20,111,2026072005013745,HATHY,94,54,10,755.00,"7,550.00"
2026-07-20,112,2026072005013769,HATHY,35,32,76,760.00,"57,760.00"
2026-07-20,113,2026072005013768,HATHY,35,26,10,760.00,"7,600.00"
2026-07-20,114,2026072005013767,HATHY,35,35,30,760.00,"22,800.00"
2026-07-20,115,2026072005013766,HATHY,35,68,500,760.00,"380,000.00"
2026-07-20,116,2026072005013765,HATHY,35,14,50,760.00,"38,000.00"
2026-07-20,117,2026072005013764,HATHY,35,32,10,758.60,"7,586.00"
2026-07-20,118,2026072005013877,HATHY,35,25,10,767.00,"7,670.00"
2026-07-20,119,2026072005013876,HATHY,35,46,34,761.00,"25,874.00"
2026-07-20,120,2026072005013875,HATHY,35,37,50,760.10,"38,005.00"
2026-07-20,121,2026072005013874,HATHY,35,37,309,760.10,"234,870.90"
2026-07-20,122,2026072005013873,HATHY,35,58,10,760.00,"7,600.00"
2026-07-20,123,2026072005013872,HATHY,35,32,102,760.00,"77,520.00"
2026-07-20,124,2026072005013883,HATHY,35,72,30,770.00,"23,100.00"
2026-07-20,125,2026072005013882,HATHY,35,48,102,770.00,"78,540.00"
2026-07-20,126,2026072005013881,HATHY,35,54,30,770.00,"23,100.00"
2026-07-20,127,2026072005013880,HATHY,35,22,25,770.00,"19,250.00"
2026-07-20,128,2026072005013879,HATHY,35,48,200,769.90,"153,980.00"
2026-07-20,129,2026072005013878,HATHY,35,58,371,769.00,"285,299.00"
2026-07-20,130,2026072005013889,HATHY,35,85,50,777.00,"38,850.00"
2026-07-20,131,2026072005013888,HATHY,35,85,70,777.00,"54,390.00"
2026-07-20,132,2026072005013887,HATHY,35,22,50,777.00,"38,850.00"
