date,#,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2026-08-05,1,2026080505008165,AHL,17,13,80,415.00,"33,200.00"
2026-08-05,2,2026080505008164,AHL,1,13,40,415.00,"16,600.00"
2026-08-05,3,2026080505008163,AHL,42,13,80,418.00,"33,440.00"
2026-08-05,4,2026080505007931,AHL,42,49,50,418.00,"20,900.00"
2026-08-05,5,2026080505007733,AHL,42,58,100,418.00,"41,800.00"
2026-08-05,6,2026080505007749,BBC,34,17,30,"4,250.00","127,500.00"
2026-08-05,7,2026080505007808,BEDC,48,44,"1,414",322.50,"456,015.00"
2026-08-05,8,2026080505007807,BEDC,48,16,"1,000",322.00,"322,000.00"
2026-08-05,9,2026080505007806,BEDC,48,6,886,321.90,"285,203.40"
2026-08-05,10,2026080505008169,BGWT,47,82,100,573.00,"57,300.00"
2026-08-05,11,2026080505008168,BGWT,47,47,100,572.90,"57,290.00"
2026-08-05,12,2026080505008004,BGWT,47,3,86,570.10,"49,028.60"
2026-08-05,13,2026080505008003,BGWT,47,59,100,570.00,"57,000.00"
2026-08-05,14,2026080505008002,BGWT,47,28,10,570.00,"5,700.00"
2026-08-05,15,2026080505007746,BGWT,58,33,20,553.00,"11,060.00"
2026-08-05,16,2026080505008001,BGWT,47,35,20,564.40,"11,288.00"
2026-08-05,17,2026080505008000,BGWT,47,42,37,564.00,"20,868.00"
2026-08-05,18,2026080505007999,BGWT,47,7,110,561.00,"61,710.00"
2026-08-05,19,2026080505007998,BGWT,47,44,20,560.00,"11,200.00"
2026-08-05,20,2026080505007997,BGWT,47,58,17,560.00,"9,520.00"
2026-08-05,21,2026080505007996,BGWT,47,47,100,559.90,"55,990.00"
2026-08-05,22,2026080505008151,BHDC,38,42,50,428.50,"21,425.00"
2026-08-05,23,2026080505008086,BHDC,38,35,50,428.50,"21,425.00"
2026-08-05,24,2026080505008154,BHL,39,29,472,211.00,"99,592.00"
2026-08-05,25,2026080505008120,BHL,6,89,163,210.70,"34,344.10"
2026-08-05,26,2026080505008119,BHL,42,89,100,210.80,"21,080.00"
2026-08-05,27,2026080505007855,BHL,48,89,200,211.00,"42,200.00"
2026-08-05,28,2026080505007849,BHL,1,89,500,211.00,"105,500.00"
2026-08-05,29,2026080505007848,BHL,42,89,189,211.00,"39,879.00"
2026-08-05,30,2026080505007732,BHL,42,42,20,211.00,"4,220.00"
2026-08-05,31,2026080505008071,BHPL,58,45,100,497.00,"49,700.00"
2026-08-05,32,2026080505007863,BHPL,58,8,25,497.40,"12,435.00"
2026-08-05,33,2026080505007862,BHPL,58,58,25,497.00,"12,425.00"
2026-08-05,34,2026080505007861,BHPL,58,26,30,497.00,"14,910.00"
2026-08-05,35,2026080505007860,BHPL,58,49,50,496.70,"24,835.00"
2026-08-05,36,2026080505007859,BHPL,58,54,50,496.00,"24,800.00"
2026-08-05,37,2026080505007800,BHPL,58,58,50,495.00,"24,750.00"
2026-08-05,38,2026080505007799,BHPL,58,96,30,495.00,"14,850.00"
2026-08-05,39,2026080505007798,BHPL,58,96,10,495.00,"4,950.00"
2026-08-05,40,2026080505007797,BHPL,58,54,50,494.90,"24,745.00"
2026-08-05,41,2026080505007858,BHPL,58,38,300,496.00,"148,800.00"
2026-08-05,42,2026080505007857,BHPL,58,16,20,495.00,"9,900.00"
2026-08-05,43,2026080505007804,BHPL,58,16,210,495.00,"103,950.00"
2026-08-05,44,2026080505007803,BHPL,58,49,100,495.00,"49,500.00"
2026-08-05,45,2026080505007802,BHPL,58,16,"1,000",495.00,"495,000.00"
2026-08-05,46,2026080505007801,BHPL,58,42,50,495.00,"24,750.00"
2026-08-05,47,2026080505008190,BNHC,57,28,150,291.00,"43,650.00"
2026-08-05,48,2026080505008189,BNHC,57,33,50,291.00,"14,550.00"
2026-08-05,49,2026080505008188,BNHC,57,65,20,291.00,"5,820.00"
2026-08-05,50,2026080505008129,BNHC,38,65,280,291.00,"81,480.00"
2026-08-05,51,2026080505008128,BNHC,38,49,10,290.90,"2,909.00"
2026-08-05,52,2026080505008127,BNHC,38,38,50,290.90,"14,545.00"
2026-08-05,53,2026080505007819,BNHC,7,61,230,289.40,"66,562.00"
2026-08-05,54,2026080505007811,BNHC,19,61,80,289.40,"23,152.00"
2026-08-05,55,2026080505007760,BNHC,33,61,50,289.40,"14,470.00"
2026-08-05,56,2026080505007759,BNHC,59,35,30,289.00,"8,670.00"
2026-08-05,57,2026080505007882,BNHC,91,49,20,290.00,"5,800.00"
2026-08-05,58,2026080505007881,BNHC,91,6,100,290.00,"29,000.00"
2026-08-05,59,2026080505007880,BNHC,91,16,50,290.00,"14,500.00"
2026-08-05,60,2026080505007879,BNHC,91,35,20,290.00,"5,800.00"
2026-08-05,61,2026080505007878,BNHC,91,10,20,290.00,"5,800.00"
2026-08-05,62,2026080505007877,BNHC,91,41,500,290.00,"145,000.00"
2026-08-05,63,2026080505007957,BNHC,3,36,40,290.00,"11,600.00"
2026-08-05,64,2026080505007947,BNHC,49,42,100,290.10,"29,010.00"
2026-08-05,65,2026080505007904,BNHC,58,42,90,290.10,"26,109.00"
2026-08-05,66,2026080505007885,BNHC,91,42,220,290.10,"63,822.00"
2026-08-05,67,2026080505007884,BNHC,91,58,50,290.00,"14,500.00"
2026-08-05,68,2026080505007883,BNHC,91,58,20,290.00,"5,800.00"
2026-08-05,69,2026080505008104,BNHC,57,42,450,290.40,"130,680.00"
2026-08-05,70,2026080505008103,BNHC,17,42,100,290.50,"29,050.00"
2026-08-05,71,2026080505008082,BNHC,57,43,100,290.40,"29,040.00"
2026-08-05,72,2026080505008057,BNHC,57,19,100,290.40,"29,040.00"
2026-08-05,73,2026080505008056,BNHC,57,45,30,290.40,"8,712.00"
2026-08-05,74,2026080505007962,BNHC,63,42,197,290.10,"57,149.70"
2026-08-05,75,2026080505008162,CHDC,11,58,20,"2,228.00","44,560.00"
2026-08-05,76,2026080505008091,CHDC,91,58,34,"2,228.00","75,752.00"
2026-08-05,77,2026080505008090,CHDC,91,26,16,"2,227.00","35,632.00"
2026-08-05,78,2026080505007985,CHDC,48,58,140,"2,228.00","311,920.00"
2026-08-05,79,2026080505007984,CHDC,48,25,50,"2,227.00","111,350.00"
2026-08-05,80,2026080505007983,CHDC,48,5,10,"2,225.00","22,250.00"
2026-08-05,81,2026080505007739,CHDC,11,22,10,"2,223.00","22,230.00"
2026-08-05,82,2026080505007735,CHDC,14,34,2,"2,157.30","4,314.60"
2026-08-05,83,2026080505007745,CHDC,11,5,23,"2,225.00","51,175.00"
2026-08-05,84,2026080505007744,CHDC,11,64,10,"2,225.00","22,250.00"
2026-08-05,85,2026080505007743,CHDC,11,49,12,"2,225.00","26,700.00"
2026-08-05,86,2026080505007742,CHDC,11,64,10,"2,224.00","22,240.00"
2026-08-05,87,2026080505007741,CHDC,11,92,20,"2,224.00","44,480.00"
2026-08-05,88,2026080505007740,CHDC,11,39,15,"2,224.00","33,360.00"
2026-08-05,89,2026080505008087,CIT,41,38,31,"1,710.10","53,013.10"
2026-08-05,90,2026080505008161,CKHL,82,3,50,592.90,"29,645.00"
2026-08-05,91,2026080505008160,CKHL,82,52,30,592.00,"17,760.00"
2026-08-05,92,2026080505008159,CKHL,82,41,20,591.90,"11,838.00"
2026-08-05,93,2026080505008032,CLI,77,45,318,445.80,"141,764.40"
2026-08-05,94,2026080505008031,CLI,77,19,13,445.70,"5,794.10"
2026-08-05,95,2026080505008030,CLI,77,49,70,445.50,"31,185.00"
2026-08-05,96,2026080505008029,CLI,77,101,73,445.00,"32,485.00"
2026-08-05,97,2026080505008028,CLI,77,32,13,445.00,"5,785.00"
2026-08-05,98,2026080505008027,CLI,77,58,13,445.00,"5,785.00"
2026-08-05,99,2026080505008024,CLI,42,22,13,444.00,"5,772.00"
2026-08-05,100,2026080505007905,CLI,42,33,50,444.00,"22,200.00"
2026-08-05,101,2026080505007856,CLI,42,34,13,444.00,"5,772.00"
2026-08-05,102,2026080505008176,DOLTI,86,4,10,322.00,"3,220.00"
2026-08-05,103,2026080505008175,DOLTI,86,7,50,321.90,"16,095.00"
2026-08-05,104,2026080505008174,DOLTI,86,46,25,321.90,"8,047.50"
2026-08-05,105,2026080505008173,DOLTI,86,58,25,321.50,"8,037.50"
2026-08-05,106,2026080505008118,DOLTI,99,8,540,320.20,"172,908.00"
2026-08-05,107,2026080505008117,DOLTI,58,8,20,320.30,"6,406.00"
2026-08-05,108,2026080505008089,DORDI,6,42,700,254.00,"177,800.00"
2026-08-05,109,2026080505007953,DORDI,6,42,250,254.20,"63,550.00"
2026-08-05,110,2026080505007932,DORDI,6,38,20,254.20,"5,084.00"
2026-08-05,111,2026080505007928,DORDI,6,28,141,254.00,"35,814.00"
2026-08-05,112,2026080505007893,DORDI,58,4,500,253.70,"126,850.00"
2026-08-05,113,2026080505007892,DORDI,42,28,210,254.00,"53,340.00"
2026-08-05,114,2026080505007891,DORDI,32,28,60,254.10,"15,246.00"
2026-08-05,115,2026080505007817,DORDI,45,28,89,254.20,"22,623.80"
2026-08-05,116,2026080505007761,DORDI,45,45,200,254.20,"50,840.00"
2026-08-05,117,2026080505007751,ENL,47,39,10,803.90,"8,039.00"
2026-08-05,118,2026080505008051,GCIL,14,25,99,352.50,"34,897.50"
2026-08-05,119,2026080505007773,GCIL,51,7,23,352.60,"8,109.80"
2026-08-05,120,2026080505007752,GCIL,14,58,16,352.50,"5,640.00"
2026-08-05,121,2026080505008050,GCIL,51,25,19,352.80,"6,703.20"
2026-08-05,122,2026080505007949,GVL,6,48,48,482.00,"23,136.00"
2026-08-05,123,2026080505007948,GVL,75,48,52,482.00,"25,064.00"
2026-08-05,124,2026080505007750,GVL,32,58,10,484.80,"4,848.00"
2026-08-05,125,2026080505008216,HATHY,43,29,11,696.00,"7,656.00"
2026-08-05,126,2026080505008215,HATHY,43,49,100,695.00,"69,500.00"
2026-08-05,127,2026080505008214,HATHY,43,39,72,694.00,"49,968.00"
2026-08-05,128,2026080505008213,HATHY,43,29,100,694.00,"69,400.00"
2026-08-05,129,2026080505008212,HATHY,43,58,17,694.00,"11,798.00"
2026-08-05,130,2026080505008093,HDL,35,14,10,"1,172.00","11,720.00"
2026-08-05,131,2026080505007938,HDL,39,5,23,"1,172.00","26,956.00"
2026-08-05,132,2026080505007937,HDL,39,28,14,"1,172.00","16,408.00"
2026-08-05,133,2026080505008110,HHL,52,45,10,337.00,"3,370.00"
2026-08-05,134,2026080505008141,HIDCL,62,45,44,255.00,"11,220.00"
2026-08-05,135,2026080505008140,HIDCL,62,34,210,255.00,"53,550.00"
2026-08-05,136,2026080505008139,HIDCL,62,47,46,254.90,"11,725.40"
2026-08-05,137,2026080505008036,HIDCL,44,47,115,254.90,"29,313.50"
