date,#,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2026-08-31,1,2026083105016148,BBC,44,58,15,"4,000.00","60,000.00"
2026-08-31,2,2026083105016083,BBC,6,58,20,"4,000.00","80,000.00"
2026-08-31,3,2026083105016065,BBC,6,58,10,"4,000.00","40,000.00"
2026-08-31,4,2026083105016194,BEDC,47,34,10,278.00,"2,780.00"
2026-08-31,5,2026083105015916,BEDC,59,34,10,278.00,"2,780.00"
2026-08-31,6,2026083105015915,BEDC,59,50,289,273.00,"78,897.00"
2026-08-31,7,2026083105015831,BEDC,22,58,10,272.70,"2,727.00"
2026-08-31,8,2026083105016162,BGWT,47,42,10,493.00,"4,930.00"
2026-08-31,9,2026083105015786,BGWT,47,75,24,492.00,"11,808.00"
2026-08-31,10,2026083105015785,BGWT,47,44,11,492.00,"5,412.00"
2026-08-31,11,2026083105016070,BHDC,53,35,100,406.00,"40,600.00"
2026-08-31,12,2026083105016172,BHL,48,39,100,195.30,"19,530.00"
2026-08-31,13,2026083105015986,BHL,45,39,100,195.30,"19,530.00"
2026-08-31,14,2026083105015985,BHL,57,39,100,195.40,"19,540.00"
2026-08-31,15,2026083105015921,BHL,26,26,250,195.30,"48,825.00"
2026-08-31,16,2026083105015920,BHL,49,26,10,195.30,"1,953.00"
2026-08-31,17,2026083105015919,BHL,40,26,500,195.30,"97,650.00"
2026-08-31,18,2026083105015918,BHL,34,26,265,195.30,"51,754.50"
2026-08-31,19,2026083105015877,BHL,47,22,100,195.50,"19,550.00"
2026-08-31,20,2026083105015737,BHL,34,41,100,195.30,"19,530.00"
2026-08-31,21,2026083105016160,BHPL,34,16,10,433.00,"4,330.00"
2026-08-31,22,2026083105015995,BHPL,34,86,30,426.10,"12,783.00"
2026-08-31,23,2026083105015743,BHPL,34,16,10,433.00,"4,330.00"
2026-08-31,24,2026083105016205,BNHC,35,50,10,252.00,"2,520.00"
2026-08-31,25,2026083105015828,BNHC,74,57,74,251.30,"18,596.20"
2026-08-31,26,2026083105016093,CHDC,49,50,10,"2,144.90","21,449.00"
2026-08-31,27,2026083105016058,CHDC,7,47,10,"2,142.20","21,422.00"
2026-08-31,28,2026083105016057,CHDC,32,47,50,"2,142.20","107,110.00"
2026-08-31,29,2026083105016056,CHDC,7,47,30,"2,142.20","64,266.00"
2026-08-31,30,2026083105016055,CHDC,58,47,10,"2,143.00","21,430.00"
2026-08-31,31,2026083105015825,CHDC,42,47,100,"2,145.00","214,500.00"
2026-08-31,32,2026083105016042,CIT,14,13,134,"1,652.20","221,394.80"
2026-08-31,33,2026083105016041,CIT,71,13,40,"1,653.00","66,120.00"
2026-08-31,34,2026083105016040,CIT,77,13,80,"1,653.00","132,240.00"
2026-08-31,35,2026083105015776,CIT,77,38,20,"1,653.00","33,060.00"
2026-08-31,36,2026083105015775,CIT,42,38,10,"1,653.10","16,531.00"
2026-08-31,37,2026083105015774,CIT,43,38,100,"1,653.10","165,310.00"
2026-08-31,38,2026083105015773,CIT,19,38,10,"1,653.20","16,532.00"
2026-08-31,39,2026083105015772,CIT,52,38,10,"1,653.50","16,535.00"
2026-08-31,40,2026083105016090,CLI,32,58,10,412.30,"4,123.00"
2026-08-31,41,2026083105015977,CLI,32,17,96,412.30,"39,580.80"
2026-08-31,42,2026083105015976,CLI,6,17,10,412.40,"4,124.00"
2026-08-31,43,2026083105015975,CLI,42,17,37,412.50,"15,262.50"
2026-08-31,44,2026083105015806,CLI,42,58,13,412.50,"5,362.50"
2026-08-31,45,2026083105016046,DOLTI,58,94,10,282.00,"2,820.00"
2026-08-31,46,2026083105015851,DOLTI,57,94,60,282.00,"16,920.00"
2026-08-31,47,2026083105016171,DORDI,22,17,380,236.10,"89,718.00"
2026-08-31,48,2026083105016170,DORDI,10,17,30,236.20,"7,086.00"
2026-08-31,49,2026083105016169,DORDI,17,17,40,236.20,"9,448.00"
2026-08-31,50,2026083105015777,DORDI,58,34,25,237.00,"5,925.00"
2026-08-31,51,2026083105016125,EHPL,29,14,20,300.00,"6,000.00"
2026-08-31,52,2026083105016082,EHPL,38,42,44,298.00,"13,112.00"
2026-08-31,53,2026083105015947,EHPL,34,14,10,300.00,"3,000.00"
2026-08-31,54,2026083105015902,EHPL,38,42,140,298.00,"41,720.00"
2026-08-31,55,2026083105015901,EHPL,42,42,60,298.00,"17,880.00"
2026-08-31,56,2026083105016200,ENL,60,17,10,784.00,"7,840.00"
2026-08-31,57,2026083105015753,ENL,60,45,15,782.10,"11,731.50"
2026-08-31,58,2026083105015752,ENL,60,41,10,777.00,"7,770.00"
2026-08-31,59,2026083105015751,ENL,60,57,10,776.00,"7,760.00"
2026-08-31,60,2026083105016199,GCIL,47,84,88,398.00,"35,024.00"
2026-08-31,61,2026083105016198,GCIL,47,42,200,398.00,"79,600.00"
2026-08-31,62,2026083105016197,GCIL,47,17,12,398.00,"4,776.00"
2026-08-31,63,2026083105016094,GCIL,35,58,10,397.60,"3,976.00"
2026-08-31,64,2026083105015749,GCIL,54,47,50,398.00,"19,900.00"
2026-08-31,65,2026083105015748,GCIL,54,45,100,398.00,"39,800.00"
2026-08-31,66,2026083105015747,GCIL,54,32,100,398.00,"39,800.00"
2026-08-31,67,2026083105015746,GCIL,54,17,100,397.60,"39,760.00"
2026-08-31,68,2026083105015745,GCIL,54,45,176,397.60,"69,977.60"
2026-08-31,69,2026083105015879,GCIL,21,47,30,398.30,"11,949.00"
2026-08-31,70,2026083105015845,GCIL,54,42,363,398.00,"144,474.00"
2026-08-31,71,2026083105015754,GCIL,54,50,76,398.00,"30,248.00"
2026-08-31,72,2026083105015750,GCIL,54,25,10,398.00,"3,980.00"
2026-08-31,73,2026083105015910,GCIL,45,47,100,398.00,"39,800.00"
2026-08-31,74,2026083105015888,GCIL,35,49,177,397.60,"70,375.20"
2026-08-31,75,2026083105015887,GCIL,4,49,75,398.00,"29,850.00"
2026-08-31,76,2026083105015882,GCIL,4,47,25,398.00,"9,950.00"
2026-08-31,77,2026083105015881,GCIL,54,47,25,398.00,"9,950.00"
2026-08-31,78,2026083105015880,GCIL,21,75,70,398.30,"27,881.00"
2026-08-31,79,2026083105015935,GCIL,42,75,215,398.30,"85,634.50"
2026-08-31,80,2026083105015934,GCIL,42,3,500,398.20,"199,100.00"
2026-08-31,81,2026083105016211,GVL,94,32,196,472.00,"92,512.00"
2026-08-31,82,2026083105016210,GVL,94,16,11,471.90,"5,190.90"
2026-08-31,83,2026083105016209,GVL,94,67,428,471.90,"201,973.20"
2026-08-31,84,2026083105016208,GVL,94,21,50,471.80,"23,590.00"
2026-08-31,85,2026083105016207,GVL,94,7,225,471.00,"105,975.00"
2026-08-31,86,2026083105016206,GVL,94,32,90,470.00,"42,300.00"
2026-08-31,87,2026083105015873,GVL,94,32,410,470.00,"192,700.00"
2026-08-31,88,2026083105016014,HATHY,58,94,200,600.00,"120,000.00"
2026-08-31,89,2026083105015917,HATHY,57,19,7,598.00,"4,186.00"
2026-08-31,90,2026083105016072,HDL,45,57,100,"1,157.00","115,700.00"
2026-08-31,91,2026083105015850,HDL,42,25,59,"1,157.00","68,263.00"
