date,#,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2026-09-09,1,2026090905011811,AHL,26,58,50,356.30,"17,815.00"
2026-09-09,2,2026090905011745,AHL,26,19,20,356.30,"7,126.00"
2026-09-09,3,2026090905012157,BBC,35,18,10,"4,001.70","40,017.00"
2026-09-09,4,2026090905011909,BEDC,42,67,50,285.50,"14,275.00"
2026-09-09,5,2026090905011908,BEDC,57,67,50,286.00,"14,300.00"
2026-09-09,6,2026090905012050,BGWT,47,57,50,461.10,"23,055.00"
2026-09-09,7,2026090905011829,BGWT,47,71,10,464.00,"4,640.00"
2026-09-09,8,2026090905011794,BGWT,47,32,100,461.50,"46,150.00"
2026-09-09,9,2026090905011716,BGWT,47,32,10,461.50,"4,615.00"
2026-09-09,10,2026090905011975,BHDC,58,50,10,419.90,"4,199.00"
2026-09-09,11,2026090905011789,BHDC,57,62,100,413.90,"41,390.00"
2026-09-09,12,2026090905012028,BHL,19,22,50,200.00,"10,000.00"
2026-09-09,13,2026090905011968,BHL,19,58,127,200.00,"25,400.00"
2026-09-09,14,2026090905011953,BHL,19,17,29,200.00,"5,800.00"
2026-09-09,15,2026090905011863,BHL,19,50,300,200.00,"60,000.00"
2026-09-09,16,2026090905011857,BHL,19,45,10,200.00,"2,000.00"
2026-09-09,17,2026090905011802,BHL,19,26,190,200.00,"38,000.00"
2026-09-09,18,2026090905011801,BHL,25,17,60,200.10,"12,006.00"
2026-09-09,19,2026090905011786,BHL,19,44,50,200.00,"10,000.00"
2026-09-09,20,2026090905011773,BHL,19,89,30,200.00,"6,000.00"
2026-09-09,21,2026090905011700,BHL,19,45,240,200.00,"48,000.00"
2026-09-09,22,2026090905011690,BHL,19,49,106,200.00,"21,200.00"
2026-09-09,23,2026090905012065,BHPL,34,34,10,457.00,"4,570.00"
2026-09-09,24,2026090905012064,BHPL,34,38,25,453.00,"11,325.00"
2026-09-09,25,2026090905012063,BHPL,34,52,50,452.00,"22,600.00"
2026-09-09,26,2026090905012062,BHPL,34,52,100,450.00,"45,000.00"
2026-09-09,27,2026090905012061,BHPL,34,22,150,449.00,"67,350.00"
2026-09-09,28,2026090905012060,BHPL,34,58,75,443.90,"33,292.50"
2026-09-09,29,2026090905011868,BHPL,34,38,25,425.00,"10,625.00"
2026-09-09,30,2026090905011867,BHPL,34,25,55,424.00,"23,320.00"
2026-09-09,31,2026090905011866,BHPL,34,33,10,424.00,"4,240.00"
2026-09-09,32,2026090905011874,BHPL,34,57,104,430.00,"44,720.00"
2026-09-09,33,2026090905011873,BHPL,34,38,10,430.00,"4,300.00"
2026-09-09,34,2026090905011872,BHPL,34,38,25,430.00,"10,750.00"
2026-09-09,35,2026090905011871,BHPL,34,42,270,429.40,"115,938.00"
2026-09-09,36,2026090905011870,BHPL,34,59,160,429.00,"68,640.00"
2026-09-09,37,2026090905011869,BHPL,34,22,30,428.90,"12,867.00"
2026-09-09,38,2026090905011880,BHPL,34,38,30,437.00,"13,110.00"
2026-09-09,39,2026090905011879,BHPL,34,42,10,435.00,"4,350.00"
2026-09-09,40,2026090905011878,BHPL,34,57,60,435.00,"26,100.00"
2026-09-09,41,2026090905011877,BHPL,34,34,30,434.00,"13,020.00"
2026-09-09,42,2026090905011876,BHPL,34,42,500,432.00,"216,000.00"
2026-09-09,43,2026090905011875,BHPL,34,6,10,431.00,"4,310.00"
2026-09-09,44,2026090905011886,BHPL,34,22,50,441.90,"22,095.00"
2026-09-09,45,2026090905011885,BHPL,34,76,200,440.00,"88,000.00"
2026-09-09,46,2026090905011884,BHPL,34,38,30,440.00,"13,200.00"
2026-09-09,47,2026090905011883,BHPL,34,22,24,438.90,"10,533.60"
2026-09-09,48,2026090905011882,BHPL,34,48,25,437.00,"10,925.00"
2026-09-09,49,2026090905011881,BHPL,34,34,500,437.00,"218,500.00"
2026-09-09,50,2026090905012059,BHPL,34,28,18,440.00,"7,920.00"
2026-09-09,51,2026090905012016,BHPL,34,28,182,440.00,"80,080.00"
2026-09-09,52,2026090905012015,BHPL,34,4,18,434.00,"7,812.00"
2026-09-09,53,2026090905011889,BHPL,34,38,10,443.90,"4,439.00"
2026-09-09,54,2026090905011888,BHPL,34,57,49,443.90,"21,751.10"
2026-09-09,55,2026090905011887,BHPL,34,74,250,443.00,"110,750.00"
2026-09-09,56,2026090905012150,BNHC,35,39,10,262.90,"2,629.00"
2026-09-09,57,2026090905012149,BNHC,35,39,10,262.60,"2,626.00"
2026-09-09,58,2026090905012082,BNHC,38,59,70,261.60,"18,312.00"
2026-09-09,59,2026090905012081,BNHC,52,59,130,261.70,"34,021.00"
2026-09-09,60,2026090905012080,BNHC,38,59,200,261.80,"52,360.00"
2026-09-09,61,2026090905012079,BNHC,58,59,100,262.00,"26,200.00"
2026-09-09,62,2026090905012134,CHDC,49,32,10,"2,230.00","22,300.00"
2026-09-09,63,2026090905012111,CHDC,96,41,10,"2,229.90","22,299.00"
2026-09-09,64,2026090905011862,CHDC,52,5,53,"2,225.00","117,925.00"
2026-09-09,65,2026090905011861,CHDC,52,47,155,"2,225.00","344,875.00"
2026-09-09,66,2026090905011774,CHDC,20,56,17,"2,220.00","37,740.00"
2026-09-09,67,2026090905011692,CHDC,20,7,12,"2,220.00","26,640.00"
2026-09-09,68,2026090905011977,CIT,44,45,10,"1,700.00","17,000.00"
2026-09-09,69,2026090905011976,CIT,14,45,12,"1,700.00","20,400.00"
2026-09-09,70,2026090905011783,CIT,46,29,1,"1,700.00","1,700.00"
2026-09-09,71,2026090905011680,CIT,7,34,2,"1,685.00","3,370.00"
2026-09-09,72,2026090905012129,CKHL,82,28,30,593.00,"17,790.00"
2026-09-09,73,2026090905012128,CKHL,82,42,10,592.20,"5,922.00"
2026-09-09,74,2026090905012127,CKHL,82,45,10,592.00,"5,920.00"
2026-09-09,75,2026090905012126,CKHL,82,19,10,591.50,"5,915.00"
2026-09-09,76,2026090905012125,CKHL,82,25,10,590.00,"5,900.00"
2026-09-09,77,2026090905012124,CKHL,82,58,90,589.00,"53,010.00"
2026-09-09,78,2026090905012123,CKHL,82,37,40,588.90,"23,556.00"
2026-09-09,79,2026090905011865,CKHL,42,56,10,573.30,"5,733.00"
2026-09-09,80,2026090905011864,CKHL,58,56,20,574.00,"11,480.00"
2026-09-09,81,2026090905012163,CLI,94,58,13,413.00,"5,369.00"
2026-09-09,82,2026090905012011,CLI,94,58,13,413.00,"5,369.00"
2026-09-09,83,2026090905011787,CLI,6,41,100,415.00,"41,500.00"
2026-09-09,84,2026090905012109,DOLTI,47,42,174,276.30,"48,076.20"
2026-09-09,85,2026090905012108,DOLTI,57,42,300,276.50,"82,950.00"
2026-09-09,86,2026090905012107,DOLTI,83,42,100,276.60,"27,660.00"
2026-09-09,87,2026090905012106,DOLTI,38,42,200,276.70,"55,340.00"
2026-09-09,88,2026090905012105,DOLTI,83,42,26,277.00,"7,202.00"
2026-09-09,89,2026090905011849,DOLTI,83,54,41,277.00,"11,357.00"
2026-09-09,90,2026090905011764,DOLTI,83,57,33,277.00,"9,141.00"
2026-09-09,91,2026090905011763,DOLTI,42,57,17,277.00,"4,709.00"
2026-09-09,92,2026090905012137,EHPL,52,51,78,316.10,"24,655.80"
2026-09-09,93,2026090905012133,EHPL,29,6,20,317.50,"6,350.00"
2026-09-09,94,2026090905011958,EHPL,52,41,150,316.10,"47,415.00"
2026-09-09,95,2026090905012096,ENL,48,58,500,587.90,"293,950.00"
2026-09-09,96,2026090905012072,ENL,22,58,10,587.90,"5,879.00"
2026-09-09,97,2026090905012040,ENL,57,58,100,587.90,"58,790.00"
2026-09-09,98,2026090905012010,ENL,58,58,10,587.90,"5,879.00"
2026-09-09,99,2026090905011959,ENL,52,58,20,587.90,"11,758.00"
2026-09-09,100,2026090905011850,ENL,58,58,100,587.90,"58,790.00"
2026-09-09,101,2026090905011828,ENL,58,58,160,587.90,"94,064.00"
2026-09-09,102,2026090905011708,ENL,1,58,30,587.90,"17,637.00"
2026-09-09,103,2026090905012158,GCIL,45,74,10,372.00,"3,720.00"
2026-09-09,104,2026090905011813,GCIL,38,74,17,372.00,"6,324.00"
2026-09-09,105,2026090905011812,GCIL,8,74,470,372.10,"174,887.00"
2026-09-09,106,2026090905011784,GCIL,1,67,178,372.20,"66,251.60"
