date,#,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2026-09-11,1,2026091105010804,AHL,42,82,10,359.00,"3,590.00"
2026-09-11,2,2026091105010882,BEDC,14,47,312,298.90,"93,256.80"
2026-09-11,3,2026091105010677,BEDC,25,91,912,299.90,"273,508.80"
2026-09-11,4,2026091105010657,BEDC,8,91,12,299.90,"3,598.80"
2026-09-11,5,2026091105010621,BEDC,35,45,50,300.00,"15,000.00"
2026-09-11,6,2026091105010783,BEDC,14,34,36,298.90,"10,760.40"
2026-09-11,7,2026091105010678,BEDC,25,45,88,300.00,"26,400.00"
2026-09-11,8,2026091105010746,BGWT,22,19,80,476.00,"38,080.00"
2026-09-11,9,2026091105010745,BGWT,22,35,20,475.90,"9,518.00"
2026-09-11,10,2026091105010602,BGWT,64,13,70,475.00,"33,250.00"
2026-09-11,11,2026091105010502,BGWT,10,58,12,475.90,"5,710.80"
2026-09-11,12,2026091105010854,BHL,40,95,100,211.50,"21,150.00"
2026-09-11,13,2026091105010801,BHL,58,58,45,211.50,"9,517.50"
2026-09-11,14,2026091105010800,BHL,58,51,455,211.50,"96,232.50"
2026-09-11,15,2026091105010770,BHL,11,51,250,211.50,"52,875.00"
2026-09-11,16,2026091105010695,BHL,38,50,50,211.10,"10,555.00"
2026-09-11,17,2026091105010665,BHL,38,57,10,211.10,"2,111.00"
2026-09-11,18,2026091105010508,BHL,13,4,"1,675",211.90,"354,932.50"
2026-09-11,19,2026091105010507,BHL,13,57,325,211.50,"68,737.50"
2026-09-11,20,2026091105010629,BHL,48,51,200,211.50,"42,300.00"
2026-09-11,21,2026091105010590,BHL,62,44,"2,390",212.00,"506,680.00"
2026-09-11,22,2026091105010589,BHL,62,83,10,211.90,"2,119.00"
2026-09-11,23,2026091105010588,BHL,62,4,410,211.90,"86,879.00"
2026-09-11,24,2026091105010587,BHL,62,58,100,211.80,"21,180.00"
2026-09-11,25,2026091105010586,BHL,62,16,90,211.80,"19,062.00"
2026-09-11,26,2026091105010772,BHPL,34,36,10,450.00,"4,500.00"
2026-09-11,27,2026091105010771,BHPL,34,45,81,449.90,"36,441.90"
2026-09-11,28,2026091105010694,BHPL,34,45,185,449.90,"83,231.50"
2026-09-11,29,2026091105010693,BHPL,34,22,50,449.80,"22,490.00"
2026-09-11,30,2026091105010692,BHPL,34,59,100,449.70,"44,970.00"
2026-09-11,31,2026091105010691,BHPL,34,59,120,449.60,"53,952.00"
2026-09-11,32,2026091105010684,BHPL,34,49,80,442.90,"35,432.00"
2026-09-11,33,2026091105010640,BHPL,22,49,20,442.90,"8,858.00"
2026-09-11,34,2026091105010690,BHPL,34,58,100,449.50,"44,950.00"
2026-09-11,35,2026091105010689,BHPL,34,37,150,447.00,"67,050.00"
2026-09-11,36,2026091105010688,BHPL,34,48,55,447.00,"24,585.00"
2026-09-11,37,2026091105010687,BHPL,34,59,100,444.60,"44,460.00"
2026-09-11,38,2026091105010686,BHPL,34,53,50,444.00,"22,200.00"
2026-09-11,39,2026091105010685,BHPL,34,25,10,443.00,"4,430.00"
2026-09-11,40,2026091105010873,BNHC,7,34,178,271.30,"48,291.40"
2026-09-11,41,2026091105010806,BNHC,7,51,200,271.30,"54,260.00"
2026-09-11,42,2026091105010805,BNHC,28,51,800,271.50,"217,200.00"
2026-09-11,43,2026091105010799,BNHC,28,45,700,271.50,"190,050.00"
2026-09-11,44,2026091105010779,BNHC,7,42,"1,000",271.30,"271,300.00"
2026-09-11,45,2026091105010673,BNHC,7,14,120,271.30,"32,556.00"
2026-09-11,46,2026091105010592,BNHC,7,71,272,271.30,"73,793.60"
2026-09-11,47,2026091105010513,BNHC,7,42,30,271.30,"8,139.00"
2026-09-11,48,2026091105010883,CHDC,96,35,10,"2,234.00","22,340.00"
2026-09-11,49,2026091105010618,CHDC,57,32,10,"2,234.80","22,348.00"
2026-09-11,50,2026091105010617,CHDC,57,63,40,"2,234.00","89,360.00"
2026-09-11,51,2026091105010534,CHDC,86,62,10,"2,234.90","22,349.00"
2026-09-11,52,2026091105010533,CHDC,86,32,10,"2,234.00","22,340.00"
2026-09-11,53,2026091105010433,CHDC,85,41,70,"2,230.00","156,100.00"
2026-09-11,54,2026091105010870,CKHL,82,47,15,588.00,"8,820.00"
2026-09-11,55,2026091105010869,CKHL,82,19,10,588.00,"5,880.00"
2026-09-11,56,2026091105010868,CKHL,82,46,35,578.00,"20,230.00"
2026-09-11,57,2026091105010867,CKHL,82,25,30,577.00,"17,310.00"
2026-09-11,58,2026091105010866,CKHL,82,65,10,575.00,"5,750.00"
2026-09-11,59,2026091105010739,CLI,17,39,50,415.00,"20,750.00"
2026-09-11,60,2026091105010656,CLI,48,39,500,415.00,"207,500.00"
2026-09-11,61,2026091105010460,CLI,57,49,13,414.10,"5,383.30"
2026-09-11,62,2026091105010900,DOLTI,42,6,10,306.00,"3,060.00"
2026-09-11,63,2026091105010843,DOLTI,38,45,10,305.90,"3,059.00"
2026-09-11,64,2026091105010834,DOLTI,38,86,40,305.90,"12,236.00"
2026-09-11,65,2026091105010767,DOLTI,38,45,10,305.90,"3,059.00"
2026-09-11,66,2026091105010742,DOLTI,49,6,371,306.00,"113,526.00"
2026-09-11,67,2026091105010607,DOLTI,38,42,50,305.90,"15,295.00"
2026-09-11,68,2026091105010515,DOLTI,48,17,28,305.00,"8,540.00"
2026-09-11,69,2026091105010434,DOLTI,58,17,39,305.50,"11,914.50"
2026-09-11,70,2026091105010432,DOLTI,48,53,10,305.00,"3,050.00"
2026-09-11,71,2026091105010606,DOLTI,38,83,52,305.90,"15,906.80"
2026-09-11,72,2026091105010605,DOLTI,38,83,50,305.90,"15,295.00"
2026-09-11,73,2026091105010604,DOLTI,38,49,50,305.80,"15,290.00"
2026-09-11,74,2026091105010603,DOLTI,38,62,60,305.70,"18,342.00"
2026-09-11,75,2026091105010573,DOLTI,49,62,140,305.70,"42,798.00"
2026-09-11,76,2026091105010566,DOLTI,7,45,200,305.50,"61,100.00"
2026-09-11,77,2026091105010610,DORDI,43,42,157,249.00,"39,093.00"
2026-09-11,78,2026091105010611,DORDI,43,45,43,249.00,"10,707.00"
2026-09-11,79,2026091105010887,EHPL,29,17,10,316.00,"3,160.00"
2026-09-11,80,2026091105010676,EHPL,22,57,45,314.00,"14,130.00"
2026-09-11,81,2026091105010666,EHPL,42,17,10,316.00,"3,160.00"
2026-09-11,82,2026091105010628,EHPL,22,11,22,314.00,"6,908.00"
2026-09-11,83,2026091105010627,EHPL,89,11,314,314.00,"98,596.00"
2026-09-11,84,2026091105010626,EHPL,89,11,300,314.00,"94,200.00"
2026-09-11,85,2026091105010625,EHPL,42,11,164,314.10,"51,512.40"
2026-09-11,86,2026091105010624,EHPL,5,11,200,314.20,"62,840.00"
2026-09-11,87,2026091105010908,ENL,57,25,30,593.90,"17,817.00"
2026-09-11,88,2026091105010902,ENL,50,25,10,593.90,"5,939.00"
2026-09-11,89,2026091105010884,ENL,50,25,10,593.90,"5,939.00"
2026-09-11,90,2026091105010574,ENL,62,48,10,594.00,"5,940.00"
2026-09-11,91,2026091105010548,ENL,58,43,20,586.00,"11,720.00"
2026-09-11,92,2026091105010442,ENL,14,43,80,585.00,"46,800.00"
2026-09-11,93,2026091105010516,GCIL,3,57,12,367.80,"4,413.60"
2026-09-11,94,2026091105010470,GIBF1,57,89,500,11.60,"5,800.00"
2026-09-11,95,2026091105010469,GIBF1,57,58,200,11.58,"2,316.00"
2026-09-11,96,2026091105010468,GIBF1,57,47,"8,719",11.55,"100,704.45"
2026-09-11,97,2026091105010732,GVL,94,58,11,484.90,"5,333.90"
2026-09-11,98,2026091105010731,GVL,94,67,676,484.90,"327,792.40"
2026-09-11,99,2026091105010721,GVL,13,67,324,484.90,"157,107.60"
2026-09-11,100,2026091105010720,GVL,13,47,250,484.00,"121,000.00"
2026-09-11,101,2026091105010719,GVL,13,34,211,484.00,"102,124.00"
2026-09-11,102,2026091105010718,GVL,13,41,15,484.00,"7,260.00"
2026-09-11,103,2026091105010555,GVL,3,41,60,484.00,"29,040.00"
2026-09-11,104,2026091105010450,GVL,74,41,425,484.00,"205,700.00"
2026-09-11,105,2026091105010449,GVL,74,37,75,483.00,"36,225.00"
2026-09-11,106,2026091105010831,HATHY,35,14,201,609.00,"122,409.00"
2026-09-11,107,2026091105010830,HATHY,35,29,50,606.80,"30,340.00"
2026-09-11,108,2026091105010829,HATHY,35,58,10,605.00,"6,050.00"
2026-09-11,109,2026091105010828,HATHY,35,10,118,605.00,"71,390.00"
2026-09-11,110,2026091105010827,HATHY,35,59,50,602.50,"30,125.00"
2026-09-11,111,2026091105010826,HATHY,35,49,12,602.40,"7,228.80"
2026-09-11,112,2026091105010556,HATHY,67,49,25,601.10,"15,027.50"
2026-09-11,113,2026091105010782,HATHY,35,38,100,601.00,"60,100.00"
2026-09-11,114,2026091105010750,HATHY,34,40,17,601.10,"10,218.70"
2026-09-11,115,2026091105010680,HATHY,35,59,100,601.00,"60,100.00"
2026-09-11,116,2026091105010672,HATHY,35,16,24,601.00,"14,424.00"
2026-09-11,117,2026091105010641,HATHY,35,58,27,601.00,"16,227.00"
2026-09-11,118,2026091105010575,HATHY,67,58,75,601.10,"45,082.50"
2026-09-11,119,2026091105010825,HATHY,35,58,10,602.00,"6,020.00"
2026-09-11,120,2026091105010824,HATHY,35,19,189,602.00,"113,778.00"
2026-09-11,121,2026091105010823,HATHY,35,58,310,602.00,"186,620.00"
2026-09-11,122,2026091105010822,HATHY,35,40,50,601.90,"30,095.00"
2026-09-11,123,2026091105010821,HATHY,35,45,100,601.00,"60,100.00"
2026-09-11,124,2026091105010789,HATHY,35,36,500,601.00,"300,500.00"
2026-09-11,125,2026091105010429,HDL,22,58,10,"1,192.00","11,920.00"
2026-09-11,126,2026091105010428,HDL,22,13,50,"1,191.90","59,595.00"
2026-09-11,127,2026091105010427,HDL,22,57,10,"1,191.00","11,910.00"
2026-09-11,128,2026091105010426,HDL,22,57,50,"1,191.00","59,550.00"
2026-09-11,129,2026091105010425,HDL,22,16,41,"1,191.00","48,831.00"
2026-09-11,130,2026091105010424,HDL,22,22,46,"1,191.00","54,786.00"
2026-09-11,131,2026091105010467,HDL,22,42,59,"1,192.00","70,328.00"
2026-09-11,132,2026091105010466,HDL,22,45,20,"1,192.00","23,840.00"
2026-09-11,133,2026091105010465,HDL,22,36,12,"1,192.00","14,304.00"
2026-09-11,134,2026091105010464,HDL,22,58,407,"1,192.00","485,144.00"
2026-09-11,135,2026091105010430,HDL,22,58,293,"1,192.00","349,256.00"
2026-09-11,136,2026091105010536,HDL,22,29,53,"1,192.00","63,176.00"
2026-09-11,137,2026091105010519,HDL,22,57,10,"1,192.00","11,920.00"
2026-09-11,138,2026091105010518,HDL,22,41,52,"1,192.00","61,984.00"
2026-09-11,139,2026091105010517,HDL,22,42,209,"1,192.00","249,128.00"
2026-09-11,140,2026091105010642,HDL,22,19,50,"1,192.00","59,600.00"
2026-09-11,141,2026091105010591,HDL,22,57,10,"1,192.00","11,920.00"
2026-09-11,142,2026091105010702,HDL,22,42,10,"1,192.00","11,920.00"
2026-09-11,143,2026091105010762,HDL,26,38,1,"1,205.00","1,205.00"
2026-09-11,144,2026091105010749,HDL,57,42,29,"1,192.00","34,568.00"
2026-09-11,145,2026091105010748,HDL,22,42,106,"1,192.00","126,352.00"
2026-09-11,146,2026091105010761,HHL,58,57,100,328.00,"32,800.00"
2026-09-11,147,2026091105010580,HHL,21,52,500,328.60,"164,300.00"
2026-09-11,148,2026091105010760,HIDCL,34,47,91,245.00,"22,295.00"
2026-09-11,149,2026091105010759,HIDCL,66,47,295,245.10,"72,304.50"
2026-09-11,150,2026091105010758,HIDCL,42,47,200,245.50,"49,100.00"
2026-09-11,151,2026091105010726,HIDCL,28,13,91,246.90,"22,467.90"
