date,#,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2026-06-26,1,2026062605008681,AHL,22,58,36,468.60,"16,869.60"
2026-06-26,2,2026062605008680,AHL,22,58,19,468.00,"8,892.00"
2026-06-26,3,2026062605008679,AHL,22,42,645,464.00,"299,280.00"
2026-06-26,4,2026062605008627,AHL,22,42,20,464.00,"9,280.00"
2026-06-26,5,2026062605008626,AHL,22,58,80,463.90,"37,112.00"
2026-06-26,6,2026062605008506,AHL,56,56,121,455.00,"55,055.00"
2026-06-26,7,2026062605008505,AHL,58,56,20,455.10,"9,102.00"
2026-06-26,8,2026062605008323,AHL,22,58,10,463.90,"4,639.00"
2026-06-26,9,2026062605008312,AHL,56,56,879,455.00,"399,945.00"
2026-06-26,10,2026062605008311,AHL,56,56,91,455.00,"41,405.00"
2026-06-26,11,2026062605008310,AHL,58,56,20,455.10,"9,102.00"
2026-06-26,12,2026062605008309,AHL,22,56,10,460.00,"4,600.00"
2026-06-26,13,2026062605008753,BEDC,47,11,19,342.50,"6,507.50"
2026-06-26,14,2026062605008695,BEDC,41,11,50,342.50,"17,125.00"
2026-06-26,15,2026062605008432,BEDC,58,74,100,345.90,"34,590.00"
2026-06-26,16,2026062605008274,BEDC,6,18,100,346.00,"34,600.00"
2026-06-26,17,2026062605008433,BEDC,58,18,400,346.00,"138,400.00"
2026-06-26,18,2026062605008467,BEDC,51,35,500,345.00,"172,500.00"
2026-06-26,19,2026062605008466,BEDC,58,35,20,345.00,"6,900.00"
2026-06-26,20,2026062605008638,BEDC,41,11,100,344.00,"34,400.00"
2026-06-26,21,2026062605008592,BEDC,34,35,20,345.00,"6,900.00"
2026-06-26,22,2026062605008644,BEDC,38,11,100,342.50,"34,250.00"
2026-06-26,23,2026062605008643,BEDC,16,11,500,342.60,"171,300.00"
2026-06-26,24,2026062605008642,BEDC,35,11,51,342.60,"17,472.60"
2026-06-26,25,2026062605008641,BEDC,18,11,100,342.70,"34,270.00"
2026-06-26,26,2026062605008640,BEDC,34,11,30,343.00,"10,290.00"
2026-06-26,27,2026062605008639,BEDC,48,11,50,343.00,"17,150.00"
2026-06-26,28,2026062605008739,BGWT,47,7,10,598.90,"5,989.00"
2026-06-26,29,2026062605008738,BGWT,47,49,20,598.00,"11,960.00"
2026-06-26,30,2026062605008737,BGWT,47,83,10,597.00,"5,970.00"
2026-06-26,31,2026062605008736,BGWT,47,39,35,595.00,"20,825.00"
2026-06-26,32,2026062605008437,BGWT,35,39,10,595.00,"5,950.00"
2026-06-26,33,2026062605008436,BGWT,35,83,10,594.90,"5,949.00"
2026-06-26,34,2026062605008358,BHDC,85,47,10,444.00,"4,440.00"
2026-06-26,35,2026062605008261,BHDC,84,34,177,442.10,"78,251.70"
2026-06-26,36,2026062605008260,BHDC,45,34,23,442.20,"10,170.60"
2026-06-26,37,2026062605008723,BHL,39,3,35,210.20,"7,357.00"
2026-06-26,38,2026062605008687,BHL,39,13,10,210.20,"2,102.00"
2026-06-26,39,2026062605008676,BHL,39,89,100,210.20,"21,020.00"
2026-06-26,40,2026062605008670,BHL,39,56,50,210.20,"10,510.00"
2026-06-26,41,2026062605008661,BHL,39,62,50,210.20,"10,510.00"
2026-06-26,42,2026062605008648,BHL,39,58,20,210.20,"4,204.00"
2026-06-26,43,2026062605008476,BHL,39,13,130,210.20,"27,326.00"
2026-06-26,44,2026062605008475,BHL,58,13,30,210.30,"6,309.00"
2026-06-26,45,2026062605008474,BHL,41,13,185,210.30,"38,905.50"
2026-06-26,46,2026062605008473,BHL,58,13,10,210.40,"2,104.00"
2026-06-26,47,2026062605008752,BHPL,34,70,10,505.50,"5,055.00"
2026-06-26,48,2026062605008602,BHPL,58,25,100,506.00,"50,600.00"
2026-06-26,49,2026062605008262,BNHC,22,32,50,315.10,"15,755.00"
2026-06-26,50,2026062605008696,CHDC,59,45,10,"2,165.30","21,653.00"
2026-06-26,51,2026062605008588,CHDC,69,67,130,"2,150.20","279,526.00"
2026-06-26,52,2026062605008587,CHDC,58,67,20,"2,155.00","43,100.00"
2026-06-26,53,2026062605008586,CHDC,50,67,50,"2,165.00","108,250.00"
2026-06-26,54,2026062605008483,CHDC,50,56,100,"2,164.00","216,400.00"
2026-06-26,55,2026062605008482,CHDC,50,50,10,"2,163.80","21,638.00"
2026-06-26,56,2026062605008481,CHDC,50,26,40,"2,163.70","86,548.00"
2026-06-26,57,2026062605008268,CHDC,16,68,343,"2,150.00","737,450.00"
2026-06-26,58,2026062605008267,CHDC,74,68,46,"2,150.00","98,900.00"
2026-06-26,59,2026062605008266,CHDC,69,68,261,"2,150.10","561,176.10"
2026-06-26,60,2026062605008265,CHDC,45,68,100,"2,150.20","215,020.00"
2026-06-26,61,2026062605008264,CHDC,32,68,50,"2,150.50","107,525.00"
2026-06-26,62,2026062605008465,CIT,52,33,159,"1,702.00","270,618.00"
2026-06-26,63,2026062605008464,CIT,52,49,41,"1,701.90","69,777.90"
2026-06-26,64,2026062605008288,CIT,35,58,18,"1,700.10","30,601.80"
2026-06-26,65,2026062605008751,CKHL,57,50,10,620.00,"6,200.00"
2026-06-26,66,2026062605008750,CKHL,57,38,10,610.00,"6,100.00"
2026-06-26,67,2026062605008749,CKHL,57,21,10,610.00,"6,100.00"
2026-06-26,68,2026062605008521,CLI,42,45,487,447.50,"217,932.50"
2026-06-26,69,2026062605008520,CLI,44,45,263,447.60,"117,718.80"
2026-06-26,70,2026062605008516,CLI,44,38,13,447.60,"5,818.80"
2026-06-26,71,2026062605008511,CLI,44,5,13,447.60,"5,818.80"
2026-06-26,72,2026062605008461,CLI,17,41,3,448.00,"1,344.00"
2026-06-26,73,2026062605008460,CLI,17,34,13,447.70,"5,820.10"
2026-06-26,74,2026062605008355,CLI,44,17,76,447.60,"34,017.60"
2026-06-26,75,2026062605008354,CLI,38,17,32,447.70,"14,326.40"
2026-06-26,76,2026062605008307,CLI,34,99,26,448.00,"11,648.00"
2026-06-26,77,2026062605008672,DOLTI,59,74,50,346.00,"17,300.00"
2026-06-26,78,2026062605008543,DOLTI,34,57,100,346.90,"34,690.00"
2026-06-26,79,2026062605008539,DOLTI,22,44,436,345.30,"150,550.80"
2026-06-26,80,2026062605008538,DOLTI,58,44,470,345.50,"162,385.00"
2026-06-26,81,2026062605008537,DOLTI,1,44,50,345.70,"17,285.00"
2026-06-26,82,2026062605008536,DOLTI,29,44,44,345.70,"15,210.80"
2026-06-26,83,2026062605008503,DOLTI,29,48,756,345.70,"261,349.20"
2026-06-26,84,2026062605008502,DOLTI,57,48,24,346.00,"8,304.00"
2026-06-26,85,2026062605008361,DOLTI,29,95,200,345.70,"69,140.00"
2026-06-26,86,2026062605008691,DORDI,81,54,174,248.00,"43,152.00"
2026-06-26,87,2026062605008690,DORDI,99,54,10,248.10,"2,481.00"
2026-06-26,88,2026062605008689,DORDI,26,54,10,248.10,"2,481.00"
2026-06-26,89,2026062605008688,DORDI,26,54,10,248.10,"2,481.00"
2026-06-26,90,2026062605008633,DORDI,14,34,100,249.00,"24,900.00"
2026-06-26,91,2026062605008632,DORDI,14,77,424,249.00,"105,576.00"
2026-06-26,92,2026062605008507,DORDI,14,52,310,248.50,"77,035.00"
2026-06-26,93,2026062605008452,DORDI,81,56,50,248.00,"12,400.00"
2026-06-26,94,2026062605008451,DORDI,58,56,100,248.10,"24,810.00"
2026-06-26,95,2026062605008335,DORDI,81,35,200,248.00,"49,600.00"
2026-06-26,96,2026062605008334,DORDI,26,35,200,248.10,"49,620.00"
2026-06-26,97,2026062605008709,EHPL,32,51,90,381.70,"34,353.00"
2026-06-26,98,2026062605008495,EHPL,29,13,57,382.00,"21,774.00"
2026-06-26,99,2026062605008287,EHPL,29,45,343,382.00,"131,026.00"
2026-06-26,100,2026062605008722,ENL,74,39,10,846.50,"8,465.00"
2026-06-26,101,2026062605008721,ENL,74,32,40,840.00,"33,600.00"
2026-06-26,102,2026062605008720,ENL,74,17,20,840.00,"16,800.00"
2026-06-26,103,2026062605008650,ENL,60,58,10,839.00,"8,390.00"
2026-06-26,104,2026062605008527,ENL,46,58,48,822.00,"39,456.00"
2026-06-26,105,2026062605008526,ENL,38,58,20,822.10,"16,442.00"
2026-06-26,106,2026062605008525,ENL,58,58,10,825.00,"8,250.00"
2026-06-26,107,2026062605008524,ENL,25,58,20,825.10,"16,502.00"
2026-06-26,108,2026062605008367,GCIL,11,45,100,361.50,"36,150.00"
2026-06-26,109,2026062605008366,GCIL,38,45,45,362.00,"16,290.00"
2026-06-26,110,2026062605008365,GCIL,58,45,15,362.00,"5,430.00"
2026-06-26,111,2026062605008438,GCIL,3,45,40,361.50,"14,460.00"
2026-06-26,112,2026062605008594,GCIL,63,36,20,362.50,"7,250.00"
2026-06-26,113,2026062605008356,GVL,46,49,250,477.60,"119,400.00"
2026-06-26,114,2026062605008315,GVL,46,5,11,477.60,"5,253.60"
2026-06-26,115,2026062605008625,HATHY,28,49,14,722.00,"10,108.00"
2026-06-26,116,2026062605008624,HATHY,19,49,210,722.00,"151,620.00"
